,beatmapset_id,beatmap_id,approved,total_length,hit_length,version,file_md5,diff_size,diff_overall,diff_approach,diff_drain,mode,count_normal,count_slider,count_spinner,submit_date,approved_date,last_update,artist,title,creator,creator_id,bpm,source,tags,genre_id,language_id,favourite_count,rating,download_unavailable,audio_unavailable,playcount,passcount,max_combo,diff_aim,diff_speed,difficultyrating
142,147430,554317,1,251,228,Advanced,2aadd20050dcab818eb623b88fcc57b9,3.6,5.5,6.5,5,0,194,288,0,2014-02-02 22:38:10,2015-04-19 00:00:14,2015-04-10 23:28:28,iojjj,Akui to Ai no Sukima no Puzzle,Okoratu,1623405,100,うみねこのなく頃に,diabolic theater esper gakuen sumii umineko no naku koro ni ushiromiya maria midori akuma gekijou えすぱー学園 すみー 右代宮真里亞 緑 悪魔の劇場 07th expansion when they cry,2,3,1109,9.45084,0,0,256265,74643,894,1.5569727420806885,1.3288830518722534,2.9999005794525146
143,147430,544196,1,251,227,Hard,2cc360fc3243d95d3efd34d2be286d48,3.8,6.5,8,6,0,230,353,0,2014-02-02 22:38:10,2015-04-19 00:00:14,2015-04-10 23:28:28,iojjj,Akui to Ai no Sukima no Puzzle,Okoratu,1623405,100,うみねこのなく頃に,diabolic theater esper gakuen sumii umineko no naku koro ni ushiromiya maria midori akuma gekijou えすぱー学園 すみー 右代宮真里亞 緑 悪魔の劇場 07th expansion when they cry,2,3,1109,9.45084,0,0,362068,103160,1016,1.9214891195297241,1.7835829257965088,3.7740252017974854
144,147430,535131,1,251,243,Insane,47397611418b7ba369f9b831eacc49a6,4,7.5,9,6.5,0,412,366,0,2014-02-02 22:38:10,2015-04-19 00:00:14,2015-04-10 23:28:28,iojjj,Akui to Ai no Sukima no Puzzle,Okoratu,1623405,100,うみねこのなく頃に,diabolic theater esper gakuen sumii umineko no naku koro ni ushiromiya maria midori akuma gekijou えすぱー学園 すみー 右代宮真里亞 緑 悪魔の劇場 07th expansion when they cry,2,3,1109,9.45084,0,0,395762,56302,1212,2.4257702827453613,2.2133004665374756,4.74530553817749
145,147430,517595,1,251,243,Diplomatic Immunity,7acbc7b24b03bc5441c31e44a129db42,4.5,8.5,9.2,7,0,517,355,0,2014-02-02 22:38:10,2015-04-19 00:00:14,2015-04-10 23:28:28,iojjj,Akui to Ai no Sukima no Puzzle,Okoratu,1623405,100,うみねこのなく頃に,diabolic theater esper gakuen sumii umineko no naku koro ni ushiromiya maria midori akuma gekijou えすぱー学園 すみー 右代宮真里亞 緑 悪魔の劇場 07th expansion when they cry,2,3,1109,9.45084,0,0,340544,46908,1265,2.8740086555480957,2.287757396697998,5.454891681671143
146,107747,694108,1,194,193,NORMAL,4d2c88ed739c20bb03a624e962f3d4cf,3,3.5,4.3,3.5,0,74,207,0,2013-07-29 20:48:34,2015-07-29 21:20:14,2015-07-20 21:20:53,iojjj,Deus Ex Machina,Okoratu,1623405,180,うみねこのなく頃に散,teardrop theater kazuchi dlanor a. knox umineko no naku koro ni chiru 07th expansion when they cry esper gakuen ドラノール・a・ノックス かずち えすぱー学園 しえっ,2,3,692,9.53855,0,0,62877,19985,872,0.9604251980781555,0.8386983871459961,1.8599870204925537
147,107747,744912,1,195,193,STANDARD,d64ccbd3f1ecf7b265223733d2b7919e,3.3,4.3,5.5,4.3,0,118,272,0,2013-07-29 20:48:34,2015-07-29 21:20:14,2015-07-20 21:20:53,iojjj,Deus Ex Machina,Okoratu,1623405,180,うみねこのなく頃に散,teardrop theater kazuchi dlanor a. knox umineko no naku koro ni chiru 07th expansion when they cry esper gakuen ドラノール・a・ノックス かずち えすぱー学園 しえっ,2,3,692,9.53855,0,0,73401,18913,956,1.2338169813156128,1.0757029056549072,2.3885769844055176
148,107747,692239,1,195,193,ADVANCED,3a189d16439b4a15cf43836009836e87,3.6,5.8,7,5.8,0,154,341,1,2013-07-29 20:48:34,2015-07-29 21:20:14,2015-07-20 21:20:53,iojjj,Deus Ex Machina,Okoratu,1623405,180,うみねこのなく頃に散,teardrop theater kazuchi dlanor a. knox umineko no naku koro ni chiru 07th expansion when they cry esper gakuen ドラノール・a・ノックス かずち えすぱー学園 しえっ,2,3,692,9.53855,0,0,129246,16246,1074,1.5915485620498657,1.4475728273391724,3.1111092567443848
149,107747,692240,1,195,193,HARD,157d15fe248228f1b915c11065d14037,3.8,6.5,8,6,0,200,403,1,2013-07-29 20:48:34,2015-07-29 21:20:14,2015-07-20 21:20:53,iojjj,Deus Ex Machina,Okoratu,1623405,180,うみねこのなく頃に散,teardrop theater kazuchi dlanor a. knox umineko no naku koro ni chiru 07th expansion when they cry esper gakuen ドラノール・a・ノックス かずち えすぱー学園 しえっ,2,3,692,9.53855,0,0,206330,31104,1138,1.9328992366790771,1.7792375087738037,3.7889676094055176
150,107747,692241,1,195,193,INSANE,a53fdec2a138210a83075b265a182fe8,4,7.5,9,6.5,0,371,354,1,2013-07-29 20:48:34,2015-07-29 21:20:14,2015-07-20 21:20:53,iojjj,Deus Ex Machina,Okoratu,1623405,180,うみねこのなく頃に散,teardrop theater kazuchi dlanor a. knox umineko no naku koro ni chiru 07th expansion when they cry esper gakuen ドラノール・a・ノックス かずち えすぱー学園 しえっ,2,3,692,9.53855,0,0,655330,93472,1183,2.3420822620391846,2.2486062049865723,4.637426853179932
151,107747,688907,1,195,193,EXTRA,6377f5cc23d8086713d4fc24351ac42a,4.2,8.3,9,6.5,0,450,328,1,2013-07-29 20:48:34,2015-07-29 21:20:14,2015-07-20 21:20:53,iojjj,Deus Ex Machina,Okoratu,1623405,180,うみねこのなく頃に散,teardrop theater kazuchi dlanor a. knox umineko no naku koro ni chiru 07th expansion when they cry esper gakuen ドラノール・a・ノックス かずち えすぱー学園 しえっ,2,3,692,9.53855,0,0,649416,64978,1199,2.693450927734375,2.3573620319366455,5.218857288360596
152,107747,688886,1,195,194,GREAT EQUALIZER IS THE DEATH,1ed5e23d50edf4ea9330a7f81c18fcb7,4.4,9,9.1,7,0,517,313,1,2013-07-29 20:48:34,2015-07-29 21:20:14,2015-07-20 21:20:53,iojjj,Deus Ex Machina,Okoratu,1623405,180,うみねこのなく頃に散,teardrop theater kazuchi dlanor a. knox umineko no naku koro ni chiru 07th expansion when they cry esper gakuen ドラノール・a・ノックス かずち えすぱー学園 しえっ,2,3,692,9.53855,0,0,700841,49241,1215,2.986124277114868,2.4854257106781006,5.721899509429932
153,193832,461177,1,84,83,ryuu's Easy,373effd86eacd20b80b527b5c8b2b763,2,2,3,2,0,18,54,3,2014-07-18 16:02:27,2014-08-21 21:42:15,2014-08-14 21:31:58,Katakiri Rekka,TSUBASA -Game size-,EvilElvis,1848318,180.5,うみねこのなく頃に散,higurashi 10th anniversary umineko no naku koro ni chiru dai hope when they cry 07th expansion visual novel damnae ryuu aka,2,3,53,9.11456,0,0,6718,4039,198,0.7931491732597351,0.6581673622131348,1.5188074111938477
154,193832,462699,1,85,84,Aka's Normal,689dd7eaf47db351665cc78197cc8275,3.5,4,5,4,0,50,86,0,2014-07-18 16:02:27,2014-08-21 21:42:15,2014-08-14 21:31:58,Katakiri Rekka,TSUBASA -Game size-,EvilElvis,1848318,180.5,うみねこのなく頃に散,higurashi 10th anniversary umineko no naku koro ni chiru dai hope when they cry 07th expansion visual novel damnae ryuu aka,2,3,53,9.11456,0,0,14245,8154,276,1.1029192209243774,0.9820683002471924,2.1454129219055176
155,193832,460585,1,85,84,Damnae's Hard,76d3ff88ba6fc8ce4a728bc5a787318e,4,7,8,6,0,113,139,0,2014-07-18 16:02:27,2014-08-21 21:42:15,2014-08-14 21:31:58,Katakiri Rekka,TSUBASA -Game size-,EvilElvis,1848318,180.5,うみねこのなく頃に散,higurashi 10th anniversary umineko no naku koro ni chiru dai hope when they cry 07th expansion visual novel damnae ryuu aka,2,3,53,9.11456,0,0,35052,7946,410,1.9835716485977173,1.846550703048706,3.898632764816284
156,193832,460474,1,85,84,Insane,2427dc18b02c9cea5cbcc2d10ea0e07a,4,8,9,7,0,206,137,0,2014-07-18 16:02:27,2014-08-21 21:42:15,2014-08-14 21:31:58,Katakiri Rekka,TSUBASA -Game size-,EvilElvis,1848318,180.5,うみねこのなく頃に散,higurashi 10th anniversary umineko no naku koro ni chiru dai hope when they cry 07th expansion visual novel damnae ryuu aka,2,3,53,9.11456,0,0,67553,8732,489,2.588447093963623,2.3619437217712402,5.063642501831055
157,933778,1949397,1,85,80,Djulus' Normal,9cf3e7e3b7815f734b99cdea5fae7081,3.4,4,5,4,0,73,94,0,2019-03-02 13:46:32,2019-03-21 23:40:04,2019-03-12 19:57:58,Katakiri Rekka,TSUBASA -Game size-,InternalLight,6221637,180.5,うみねこのなく頃に散,07th expansion when they cry umineko no naku koro ni chiru dai hope djulus visual novel,2,3,15,8.90196,0,0,4806,2088,281,1.1343947649002075,1.075904369354248,2.23954439163208
158,933778,1949379,1,85,80,Hard,3fa0a4ba35b194a02a6db4a360a82ce6,4,6,7.5,5,0,108,113,2,2019-03-02 13:46:32,2019-03-21 23:40:04,2019-03-12 19:57:58,Katakiri Rekka,TSUBASA -Game size-,InternalLight,6221637,180.5,うみねこのなく頃に散,07th expansion when they cry umineko no naku koro ni chiru dai hope djulus visual novel,2,3,15,8.90196,0,0,7551,2034,365,1.7683885097503662,1.7137466669082642,3.509456157684326
159,933778,1949398,1,85,84,Insane,36438b18167f519a56c1900cb62fe7da,4,7,8.7,6,0,242,97,0,2019-03-02 13:46:32,2019-03-21 23:40:04,2019-03-12 19:57:58,Katakiri Rekka,TSUBASA -Game size-,InternalLight,6221637,180.5,うみねこのなく頃に散,07th expansion when they cry umineko no naku koro ni chiru dai hope djulus visual novel,2,3,15,8.90196,0,0,12276,1035,448,2.338606834411621,2.2346038818359375,4.6252121925354
160,933778,1949380,1,85,84,Expert,3913d9bb26e240ec4d874d34ffbc9b4c,4,8.3,9,6,0,196,138,0,2019-03-02 13:46:32,2019-03-21 23:40:04,2019-03-12 19:57:58,Katakiri Rekka,TSUBASA -Game size-,InternalLight,6221637,180.5,うみねこのなく頃に散,07th expansion when they cry umineko no naku koro ni chiru dai hope djulus visual novel,2,3,15,8.90196,0,0,21708,1728,480,2.5552220344543457,2.3605728149414062,5.013119220733643
161,11384,43568,1,85,75,Normal,64b58381ef6656d0ff1a52b477853524,4,5,5,3,0,80,40,2,2009-12-16 09:09:32,2010-01-18 19:29:34,2010-01-06 02:24:42,Katakiri Rekka,TSUBASA(Ver hope),v2b,47060,180.5,Umineko no Naku Koro ni,,3,3,46,9.30579,0,0,41946,18212,185,1.4023607969284058,1.1618791818618774,2.684480667114258
162,11384,43553,1,85,75,Hard,206865d1afb69341ea3afef474d52361,4,7,7,5,0,132,50,1,2009-12-16 09:09:32,2010-01-18 19:29:34,2010-01-06 02:24:42,Katakiri Rekka,TSUBASA(Ver hope),v2b,47060,180.5,Umineko no Naku Koro ni,,3,3,46,9.30579,0,0,60697,16938,250,1.6604411602020264,1.463202714920044,3.2222630977630615
163,11384,43567,1,85,74,Insane,948efcef086456c9ea617d6689b85b24,4,8,8,7,0,180,85,0,2009-12-16 09:09:32,2010-01-18 19:29:34,2010-01-06 02:24:42,Katakiri Rekka,TSUBASA(Ver hope),v2b,47060,180.5,Umineko no Naku Koro ni,,3,3,46,9.30579,0,0,65634,12325,350,2.1772544384002686,2.161231517791748,4.346497535705566
164,24903,85745,1,78,67,Red Truth,f9feeaf3b9d5579a66823a8dcab9d9c3,3,2,2,2,0,28,47,5,2011-01-16 18:26:50,2011-03-16 00:50:56,2011-03-02 04:00:06,Kino Nei,Ougon Musou Kyoku ~Konjiki no Chi ni Somaru Mae ni~,Suzully,431791,244,Ougon Musou Kyoku,umineko no naku koro ni 07th expansion dai rakkuganriki golden fantasia symphony of golden dreams when the seagulls cry goldist kshr qinche,3,3,103,9.19656,0,0,45229,23609,178,0.816005527973175,0.7525801658630371,1.6002984046936035
165,24903,85744,1,78,71,KSHR's Blue Truth,8c03a8b01028cc3013f34af6a8858496,4,4,5,4,0,92,74,3,2011-01-16 18:26:50,2011-03-16 00:50:56,2011-03-02 04:00:06,Kino Nei,Ougon Musou Kyoku ~Konjiki no Chi ni Somaru Mae ni~,Suzully,431791,244,Ougon Musou Kyoku,umineko no naku koro ni 07th expansion dai rakkuganriki golden fantasia symphony of golden dreams when the seagulls cry goldist kshr qinche,3,3,103,9.19656,0,0,80274,25764,265,1.4081228971481323,1.327799677848816,2.7760841846466064
166,24903,84566,1,78,71,Golden Truth,fb4e00a90919a85d19fd2398a42fabb1,4,7,9,7,0,150,77,2,2011-01-16 18:26:50,2011-03-16 00:50:56,2011-03-02 04:00:06,Kino Nei,Ougon Musou Kyoku ~Konjiki no Chi ni Somaru Mae ni~,Suzully,431791,244,Ougon Musou Kyoku,umineko no naku koro ni 07th expansion dai rakkuganriki golden fantasia symphony of golden dreams when the seagulls cry goldist kshr qinche,3,3,103,9.19656,0,0,105073,26424,328,1.8560504913330078,1.6318132877349854,3.599982261657715
167,24903,88308,1,78,68,qinche's Repeat Demand,225da200b2a6c816c6a3bacc70564bc9,4,6,8,6,0,172,49,3,2011-01-16 18:26:50,2011-03-16 00:50:56,2011-03-02 04:00:06,Kino Nei,Ougon Musou Kyoku ~Konjiki no Chi ni Somaru Mae ni~,Suzully,431791,244,Ougon Musou Kyoku,umineko no naku koro ni 07th expansion dai rakkuganriki golden fantasia symphony of golden dreams when the seagulls cry goldist kshr qinche,3,3,103,9.19656,0,0,67080,16800,302,1.9137717485427856,1.7187994718551636,3.7300572395324707
168,802454,1684137,1,211,193,Normal,644b7dbcd608f555153bdc5614a32d8f,3.5,4,5,4,0,106,187,0,2018-06-22 14:24:41,2018-11-12 21:00:14,2018-11-04 23:57:56,KOKOMI,Seikyou no Igreja,IceKalt,5410645,103.5,うみねこのなく頃に〜魔女と推理の輪舞曲〜,asriel umineko no naku koro ni ~majo to suiri no rondo~ 07th expansion,2,3,85,9.53769,0,0,9657,3780,538,1.0539852380752563,1.062746524810791,2.121112585067749
169,802454,1690530,1,211,194,Hard,5d52d8da25659a17f2338c103274157a,3.8,6.3,7.5,5,0,222,280,0,2018-06-22 14:24:41,2018-11-12 21:00:14,2018-11-04 23:57:56,KOKOMI,Seikyou no Igreja,IceKalt,5410645,103.5,うみねこのなく頃に〜魔女と推理の輪舞曲〜,asriel umineko no naku koro ni ~majo to suiri no rondo~ 07th expansion,2,3,85,9.53769,0,0,13248,3123,824,1.7709132432937622,1.4810394048690796,3.3968896865844727
170,802454,1728826,1,211,194,Insane,9acdc490e3ade5e27f325535eac3b740,4,7,8.4,5.5,0,280,348,0,2018-06-22 14:24:41,2018-11-12 21:00:14,2018-11-04 23:57:56,KOKOMI,Seikyou no Igreja,IceKalt,5410645,103.5,うみねこのなく頃に〜魔女と推理の輪舞曲〜,asriel umineko no naku koro ni ~majo to suiri no rondo~ 07th expansion,2,3,85,9.53769,0,0,16938,1080,984,2.5265841484069824,2.1204066276550293,4.850079536437988
171,802454,1684136,1,211,210,Pulchra mortuus est,681d6741a7f8d90c87264b59a0c10567,3.6,8.4,9.4,6,0,352,423,0,2018-06-22 14:24:41,2018-11-12 21:00:14,2018-11-04 23:57:56,KOKOMI,Seikyou no Igreja,IceKalt,5410645,103.5,うみねこのなく頃に〜魔女と推理の輪舞曲〜,asriel umineko no naku koro ni ~majo to suiri no rondo~ 07th expansion,2,3,85,9.53769,0,0,30384,3717,1207,3.321380615234375,2.2992429733276367,6.131692409515381
172,16541,59191,1,194,152,Battler,35ce8d3392d3a249b17757a52bb6f330,3,4,4,2,0,143,72,7,2010-06-02 07:59:55,2010-07-04 11:51:33,2010-07-04 01:01:15,Nei Kino,Usan no Kaori,qinche,219282,105,Umineko no Naku Koro ni,luck-ganriki circletempo ep6 07th expansion wanhyrzh arusha shuna,3,3,63,9.29227,0,0,43119,19483,329,0.7610892057418823,0.8396862149238586,1.6400740146636963
173,16541,59514,1,194,163,Bernkastel,29adcc5980f6cbfda7b1c0de73abe397,4,7,7,8,0,307,150,6,2010-06-02 07:59:55,2010-07-04 11:51:33,2010-07-04 01:01:15,Nei Kino,Usan no Kaori,qinche,219282,105,Umineko no Naku Koro ni,luck-ganriki circletempo ep6 07th expansion wanhyrzh arusha shuna,3,3,63,9.29227,0,0,66848,7234,641,1.9436341524124146,1.7856428623199463,3.8082728385925293
174,16541,59192,1,192,151,Beatrice,7e4d4bc33842a4c4a67d9a4032883a0d,5,8,8,6,0,451,51,4,2010-06-02 07:59:55,2010-07-04 11:51:33,2010-07-04 01:01:15,Nei Kino,Usan no Kaori,qinche,219282,105,Umineko no Naku Koro ni,luck-ganriki circletempo ep6 07th expansion wanhyrzh arusha shuna,3,3,63,9.29227,0,0,81220,6584,557,2.108704090118408,1.8867634534835815,4.106437683105469
175,11938,45180,1,176,144,Rika,d5f81368543a55382786df6622dfc689,4,6,6,3,0,184,58,2,2010-01-04 10:26:46,2010-02-10 10:56:42,2010-01-23 12:22:30,Niira Etsuko,Genyou No Chou,SOGASOGAMO,102682,111.03,Nakanai Kimi To Nageki No Gensou,umineko no naku koro ni,3,3,104,9.40408,0,0,84971,22984,343,1.1165120601654053,1.058718204498291,2.204127073287964
176,11938,45179,1,247,216,Bernkastel,14066171ae90ad85718043425283e7ba,4,7,7,8,0,472,97,3,2010-01-04 10:26:46,2010-02-10 10:56:42,2010-01-23 12:22:30,Niira Etsuko,Genyou No Chou,SOGASOGAMO,102682,111.03,Nakanai Kimi To Nageki No Gensou,umineko no naku koro ni,3,3,104,9.40408,0,0,207988,26627,685,1.7626620531082153,1.5109223127365112,3.399454355239868
177,14714,55410,1,90,79,Nazo,b43d65139e81ca45038be8c88b77268a,3,3,3,3,0,90,34,0,2010-04-07 13:45:35,2010-05-10 09:15:05,2010-05-04 03:56:21,Niira Etsuko,Shinyaku no Yoru,soulfear,226171,173.05,Nakanai Kimi to Aganai no Gensou,ep5 c77 umineko nakanai,3,3,66,9.02201,0,0,19009,8754,171,0.8861426711082458,0.9339131712913513,1.84394109249115
178,14714,55192,1,247,190,Uso,5dabd38636eb61d6ec89dbf8b0cc12c4,3,4,4,4,0,212,114,0,2010-04-07 13:45:35,2010-05-10 09:15:05,2010-05-04 03:56:21,Niira Etsuko,Shinyaku no Yoru,soulfear,226171,173.05,Nakanai Kimi to Aganai no Gensou,ep5 c77 umineko nakanai,3,3,66,9.02201,0,0,23544,6112,465,1.128112554550171,1.1183204650878906,2.251329183578491
179,14714,53760,1,246,186,Shinjitsu,26aed8c5041771227022e1558c612751,4,8,8,5,0,300,151,4,2010-04-07 13:45:35,2010-05-10 09:15:05,2010-05-04 03:56:21,Niira Etsuko,Shinyaku no Yoru,soulfear,226171,173.05,Nakanai Kimi to Aganai no Gensou,ep5 c77 umineko nakanai,3,3,66,9.02201,0,0,47135,5883,630,2.074022054672241,2.0455636978149414,4.133814811706543
180,14714,53759,1,246,165,Ai,5ab08efffdc3526feb6420a4e72a5e8b,5,9,9,7,0,430,148,2,2010-04-07 13:45:35,2010-05-10 09:15:05,2010-05-04 03:56:21,Niira Etsuko,Shinyaku no Yoru,soulfear,226171,173.05,Nakanai Kimi to Aganai no Gensou,ep5 c77 umineko nakanai,3,3,66,9.02201,0,0,60779,7397,738,2.3219056129455566,2.056823968887329,4.511270523071289
181,593228,1353804,1,65,65,Easy,7d7bea50db83b59f27f2fed57449fe88,3,2,3,2,0,32,47,0,2017-03-31 21:07:15,2017-07-25 04:40:22,2017-07-17 20:21:03,R3 Music Box,Byakumu no Mayu ~Ricordando il passato~,EijiKuinbii,6270995,148,うみねこのなく頃に散,visual novel ushiromiya 07th expansion when they cry umineko no naku koro ni chiru quadrocake vad2009 mirash,2,5,112,9.29154,0,0,20728,10605,139,0.8287748694419861,0.7406975626945496,1.613511085510254
182,593228,1255626,1,65,65,Normal,8d9428218e75a390879c1f008d332f89,3.5,4,5,4,0,42,55,0,2017-03-31 21:07:15,2017-07-25 04:40:22,2017-07-17 20:21:03,R3 Music Box,Byakumu no Mayu ~Ricordando il passato~,EijiKuinbii,6270995,148,うみねこのなく頃に散,visual novel ushiromiya 07th expansion when they cry umineko no naku koro ni chiru quadrocake vad2009 mirash,2,5,112,9.29154,0,0,19995,9761,164,1.189521074295044,0.8618979454040527,2.215230703353882
183,593228,1302836,1,65,65,Memory,212f8c287a259990288981d6825040d1,4,6.5,7,5,0,63,48,0,2017-03-31 21:07:15,2017-07-25 04:40:22,2017-07-17 20:21:03,R3 Music Box,Byakumu no Mayu ~Ricordando il passato~,EijiKuinbii,6270995,148,うみねこのなく頃に散,visual novel ushiromiya 07th expansion when they cry umineko no naku koro ni chiru quadrocake vad2009 mirash,2,5,112,9.29154,0,0,57720,25188,168,1.2729415893554688,1.1942224502563477,2.506523609161377
184,1015450,2125262,1,346,300,Knox's Decalogue,c19682db40742290bec47f2f67025c7e,4,8.5,8.7,5.7,0,1253,247,1,2019-08-06 15:34:27,2019-10-02 04:02:39,2019-09-23 16:27:18,SB_YUNE,Dread of the grave -more fear-,allein,6221637,156,うみねこのなく頃に,when they cry umineko no naku koro ni visual novel vn 07th expansion,2,5,17,9.16667,0,0,4455,216,1784,2.828831195831299,2.4385077953338623,5.46250057220459
185,536657,1137370,1,88,87,Easy,24ddcd23728b34d034342ea5d6b5dc34,3,2,3,1,0,11,42,1,2016-11-22 13:01:47,2018-01-16 16:40:44,2018-01-08 17:36:40,Shikata Akiko,Katayoku no Tori,Rakuen,2426126,220,うみねこのなく頃に,umineko no naku koro ni walaowey [_-scarlet-_] opening op tv size,3,3,238,9.33951,0,0,32760,17559,219,0.6414312720298767,0.4659634530544281,1.1951285600662231
186,536657,1137329,1,89,89,Normal,4a35a4e45e998350dd3bae0d03cf27fd,3,4,5,3,0,16,105,0,2016-11-22 13:01:47,2018-01-16 16:40:44,2018-01-08 17:36:40,Shikata Akiko,Katayoku no Tori,Rakuen,2426126,220,うみねこのなく頃に,umineko no naku koro ni walaowey [_-scarlet-_] opening op tv size,3,3,238,9.33951,0,0,35658,18081,316,1.1065102815628052,0.9716740250587463,2.1456024646759033
187,536657,1345364,1,89,89,Hard,944d9773cf2df719241c1674a4f5cda1,4,6,7,5,0,105,154,0,2016-11-22 13:01:47,2018-01-16 16:40:44,2018-01-08 17:36:40,Shikata Akiko,Katayoku no Tori,Rakuen,2426126,220,うみねこのなく頃に,umineko no naku koro ni walaowey [_-scarlet-_] opening op tv size,3,3,238,9.33951,0,0,69363,16056,433,1.8482900857925415,1.5841835737228394,3.5645267963409424
188,536657,1370805,1,89,89,Walao's Insane,b8c0eeda6cfd0e557784580cfc15117f,3.8,7,8,6,0,89,205,0,2016-11-22 13:01:47,2018-01-16 16:40:44,2018-01-08 17:36:40,Shikata Akiko,Katayoku no Tori,Rakuen,2426126,220,うみねこのなく頃に,umineko no naku koro ni walaowey [_-scarlet-_] opening op tv size,3,3,238,9.33951,0,0,86535,11142,502,2.1647491455078125,1.7573670148849487,4.125807285308838
189,536657,1345365,1,89,89,Insane,cdde3f648724a92fbc6c3d46984a25a2,4,8,9,6,0,112,211,0,2016-11-22 13:01:47,2018-01-16 16:40:44,2018-01-08 17:36:40,Shikata Akiko,Katayoku no Tori,Rakuen,2426126,220,うみねこのなく頃に,umineko no naku koro ni walaowey [_-scarlet-_] opening op tv size,3,3,238,9.33951,0,0,158742,31014,537,2.657818555831909,1.8682725429534912,4.920864105224609
190,536657,1439489,1,89,89,[ -Scarlet- ]'s Phantasy,5dec0e80bab0b75e2c6eb678e25242c1,4,9,9.3,6,0,160,193,0,2016-11-22 13:01:47,2018-01-16 16:40:44,2018-01-08 17:36:40,Shikata Akiko,Katayoku no Tori,Rakuen,2426126,220,うみねこのなく頃に,umineko no naku koro ni walaowey [_-scarlet-_] opening op tv size,3,3,238,9.33951,0,0,216504,37026,549,2.9821135997772217,2.327178478240967,5.6367597579956055
191,622500,1323235,1,268,240,Riko & Phyl's Normal,fd8f224efc8bdf6d20f46f858274a4a5,3,3,4,3,0,98,180,7,2017-06-04 22:52:03,2018-02-22 15:00:23,2018-02-14 11:57:43,Shikata Akiko,Katayoku no Tori,IceKalt,5410645,220,うみねこのなく頃に,opening japanese blue 古戸 ヱリカ furudo erika umineko no naku koro ni sakurauchi_riko phyloukz imoutosan fushimi_rio loreley namki italian 波乃 渉 namino wataru,3,3,300,9.40091,0,0,13770,4428,726,1.0934315919876099,0.892842173576355,2.0865683555603027
192,622500,1324311,1,268,231,Namki & Ice's Advanced,0967bd7baad117bc15602e87a813c5d1,3.5,4.5,5.5,4.5,0,146,226,4,2017-06-04 22:52:03,2018-02-22 15:00:23,2018-02-14 11:57:43,Shikata Akiko,Katayoku no Tori,IceKalt,5410645,220,うみねこのなく頃に,opening japanese blue 古戸 ヱリカ furudo erika umineko no naku koro ni sakurauchi_riko phyloukz imoutosan fushimi_rio loreley namki italian 波乃 渉 namino wataru,3,3,300,9.40091,0,0,30258,9288,800,1.3358041048049927,1.2157782316207886,2.6115951538085938
193,622500,1410088,1,268,247,Lore & Ice's Hard,934e49485a4553ce68b3b118ec45bc40,3.7,6,7.5,5.6,0,204,376,5,2017-06-04 22:52:03,2018-02-22 15:00:23,2018-02-14 11:57:43,Shikata Akiko,Katayoku no Tori,IceKalt,5410645,220,うみねこのなく頃に,opening japanese blue 古戸 ヱリカ furudo erika umineko no naku koro ni sakurauchi_riko phyloukz imoutosan fushimi_rio loreley namki italian 波乃 渉 namino wataru,3,3,300,9.40091,0,0,54576,9693,1115,1.7940092086791992,1.6918667554855347,3.536947250366211
194,622500,1361543,1,268,243,Rio & Ice's Insane,b529b4e0a87b8ea9509d79672a55be4e,3.5,7.5,8.9,6.1,0,260,382,4,2017-06-04 22:52:03,2018-02-22 15:00:23,2018-02-14 11:57:43,Shikata Akiko,Katayoku no Tori,IceKalt,5410645,220,うみねこのなく頃に,opening japanese blue 古戸 ヱリカ furudo erika umineko no naku koro ni sakurauchi_riko phyloukz imoutosan fushimi_rio loreley namki italian 波乃 渉 namino wataru,3,3,300,9.40091,0,0,109827,23148,1132,2.4441044330596924,1.8988226652145386,4.615568161010742
195,622500,1312305,1,268,240,Final Judgment,29f3a3f2d77200140eb9e25dfae5a679,4.5,8.9,9.3,5.8,0,337,456,5,2017-06-04 22:52:03,2018-02-22 15:00:23,2018-02-14 11:57:43,Shikata Akiko,Katayoku no Tori,IceKalt,5410645,220,うみねこのなく頃に,opening japanese blue 古戸 ヱリカ furudo erika umineko no naku koro ni sakurauchi_riko phyloukz imoutosan fushimi_rio loreley namki italian 波乃 渉 namino wataru,3,3,300,9.40091,0,0,115569,14598,1333,3.1041290760040283,2.1945528984069824,5.753469944000244
196,765863,1610189,1,324,302,Sephiroth,b9196c1b4fafee79c350d19377f7260e,5,8,9.3,4,0,355,492,7,2018-04-16 00:52:45,2018-05-11 14:40:07,2018-05-09 13:43:44,Shikata Akiko,Katayoku no Tori,ScubDomino,8972308,220,うみねこのなく頃に,umineko no naku koro opening ni when they cry anime girl piano transcription arrangement,2,3,90,8.53143,0,0,60048,5589,1461,3.724224328994751,2.13238787651062,6.652530670166016
197,8814,35838,1,89,89,Maria,a0510728f940b31a87e9b10016dc74a2,4,5,5,5,0,103,41,4,2009-08-21 15:42:23,2009-08-31 18:46:59,2009-08-25 20:27:07,Shikata Akiko,Katayoku no Tori (TV Size),yeahyeahyeahhh,58042,110,Umineko no Naku Koro ni,umineko inozuma,3,3,132,8.98225,0,0,236754,65613,233,1.2395389080047607,1.1009496450424194,2.409783124923706
